产品网址：https://www.iscsemi.com/supply/4.html
产品结构：首页->产品

|产品名称|产品型号|功能描述|
|----|----|----|
|MOSFET 单管|无|无|

可国产化替代之型号,封装
APT10M07JVFR,ISOTOP，SOT-227
APT10M07JVR,ISOTOP，SOT-227
APT10M09B2VFR,TO-3PN
APT10M09B2VR,TO-247
APT10M09LVFR,TO-264/TO-3PL
APT10M09LVR,TO-3PL
APT10M11B2VFR,PLUS247
APT10M11B2VR,TO-247
APT10M11JVFR,ISOTOP，SOT-227
APT10M11JVR,ISOTOP，SOT-227
APT10M11JVRU2,ISOTOP，SOT-227
APT10M11JVRU3,ISOTOP，SOT-227
APT10M11LVFR,TO-264/TO-3PL
APT10M11LVR,TO-264/TO-3PL
APT10M19BVFR,TO-247
APT10M19BVR,TO-247
APT10M19SVFR,TO-268
APT10M19SVR,TO-268
APT10M25BVFR,TO-247
APT10M25BVR,TO-247
APT10M25SVR,D3PAK，TO-268
APT10M30AVR,TO-3
APT1101R2BFLL,TO-247
APT1101R2SFLL,D3PAK，TO-268
APT1101RBFLL,TO-247
APT1101RSFLL,D3PAK，TO-268
APT11026JFLL,ISOTOP，SOT-227
APT11044B2FLL,PLUS247
APT11044JFLL,ISOTOP，SOT-227
APT11044LFLL,TO-3PL/TO-264
APT11058B2FLL,PLUS247
APT11058JFLL,ISOTOP，SOT-227
APT11058LFLL,TO-3PL/TO-264
APT11F80B,TO-247
APT11F80S,TO-268
APT11N80BC3,TO-247
APT11N80BC3G,TO-247
APT11N80KC3,TO-220
APT1201R2BFLL,TO-247
APT1201R2BLL,TO-247
APT1201R2SFLL,D3PAK，TO-268
APT1201R2SLL,D3PAK，TO-268
APT1201R4BFLL,TO-247
APT1201R4BLL,TO-247
APT1201R4SFLL,TO-268
APT1201R4SLL,D3PAK，TO-268
APT1201R5BVFR,TO-247
APT1201R5BVR,TO-247
APT1201R5SVFR,D3PAK，TO-268
APT1201R6BVFR,TO-247
APT1201R6BVR,TO-247
APT1201R6SVFR,TO-268
APT12031JFLL,ISOTOP，SOT-227
APT12031JLL,ISOTOP，SOT-227
APT12040JVFR,ISOTOP，SOT-227
APT12040JVR,ISOTOP，SOT-227
APT12040L2FLL,TO-3PL/TO-264
APT12040L2LL,TO-3PL/TO-264
APT12045L2VFR,TO-264MAX
APT12045L2VR,TO-264MAX
APT1204R7BFLL,TO-247
APT1204R7KFLL,TO-220
APT1204R7SFLL,TO-268
APT12057B2FLL,PLUS247
APT12057B2LL,PLUS247
APT12057JFLL,ISOTOP，SOT-227
APT12057JLL,ISOTOP，SOT-227
APT12057LFLL,TO-3PL/TO-264
APT12057LLL,TO-3PL/TO-264
APT12060B2VFR,PLUS247
APT12060B2VR,PLUS247
APT12060LVFR,TO-3PL/TO-264
APT12060LVR,TO-3PL/TO-264
APT12067B2FLL,PLUS247
APT12067B2LL,PLUS247
APT12067JFLL,ISOTOP，SOT-227
APT12067JLL,ISOTOP，SOT-227
APT12067LFLL,TO-3PL/TO-264
APT12080B2VFR,PLUS247
APT12080JVFR,ISOTOP，SOT-227
APT12080JVR,ISOTOP，SOT-227
APT12080LVFR,TO-3PL/TO-264
APT12080LVR,TO-3PL/TO-264
APT12M80B,TO-247
APT12M80S,D3PAK，TO-268
APT13F120B,TO-247
APT13F120S,TO-268
APT14050JVFR,ISOTOP，SOT-227
APT14F100B,TO-247
APT14F100S,TO-268
APT14M100B,TO-247
APT14M100S,TO-268
APT14M120B,TO-247
APT14M120S,TO-268
APT15F50K,TO-220
APT15F50KF,TO-220F
APT15F60B,TO-247
APT15F60S,TO-268
APT17F100B,TO-247
APT17F100S,TO-268
APT17F120J,ISOTOP，SOT-227
APT17F80B,TO-247
APT17F80S,TO-268
APT17N80BC3,TO-247
APT17N80SC3,TO-268
APT18F60B,TO-247
APT18F60S,TO-268
APT18M100B,TO-247
APT18M100S,TO-268
APT18M80B,TO-247
APT18M80S,TO-268
APT19F100J,ISOTOP，SOT-227
APT19M120J,ISOTOP，SOT-227
APT20F50B,TO-247
APT20F50S,TO-268
APT20M10JFLL,ISOTOP，SOT-227
APT20M10JLL,ISOTOP，SOT-227
APT20M11JFLL,ISOTOP，SOT-227
APT20M11JLL,ISOTOP，SOT-227
APT20M11JVFR,ISOTOP，SOT-227
APT20M11JVR,ISOTOP，SOT-227
APT20M120JCU2,ISOTOP，SOT-227
APT20M120JCU3,ISOTOP，SOT-227
APT20M16B2FLL,TO-3PN
APT20M16B2LL,TO-3PN
APT20M16LFLL,TO-264/TO-3PL
APT20M16LLL,TO-264/TO-3PL
APT20M18B2VFR,TO-3PN
APT20M18B2VR,TO-3PN
APT20M18LVFR,TO-264/TO-3PL
APT20M18LVR,TO-264/TO-3PL
APT20M19JVR,ISOTOP，SOT-227
APT20M20B2FLL,TO-3PN
APT20M20B2LL,TO-3PN
APT20M20JFLL,ISOTOP，SOT-227
APT20M20JLL,ISOTOP，SOT-227
APT20M20LFLL,TO-264/TO-3PL
APT20M20LLL,TO-264/TO-3PL
APT20M22B2VFR,PLUS247
APT20M22B2VR,PLUS247
APT20M22B2VRG,TO-264/TO-3PL
APT20M22JVFR,ISOTOP，SOT-227
APT20M22JVR,ISOTOP，SOT-227
APT20M22JVRU2,ISOTOP，SOT-227
APT20M22JVRU3,ISOTOP，SOT-227
APT20M22LVFR,TO-264/TO-3PL
APT20M22LVR,TO-264/TO-3PL
APT20M34BFLL,TO-247
APT20M34BLL,TO-247
APT20M34SFLL,D3PAK，TO-268
APT20M34SLL,TO-268
APT20M36BFLL,TO-247
APT20M36BLL,TO-247
APT20M36SFLL,D3PAK，TO-268
APT20M36SLL,D3PAK，TO-268
APT20M38BVFR,TO-247
APT20M38BVR,TO-247
APT20M38BVRG,TO-247
APT20M38SVFR,TO-268
APT20M38SVR,TO-268
APT20M40BVR,TO-247
APT20M45BVFR,TO-247
APT20M45BVR,TO-247
APT20M45BVRG,TO-247
APT20M45SVFR,TO-268
APT20M45SVR,TO-268
APT20N60BC3,TO-247
APT20N60BCF,TO-247
APT20N60KC3,TO-220
APT20N60SC3,TO-268
APT20N60SCF,D3PAK，TO-268
APT21M100J,ISOTOP，SOT-227
APT22F100J,ISOTOP，SOT-227
APT22F120B2,PLUS247
APT22F120L,TO-3PL/TO-264
APT22F80B,TO-247
APT22F80S,TO-268
APT23F60B,TO-247
APT23F60S,TO-268
APT24F50B,TO-247
APT24F50S,TO-268
APT24M120B2,PLUS247
APT24M120L,TO-3PL/TO-264
APT24M80B,TO-247
APT24M80S,TO-268
APT25M100J,ISOTOP，SOT-227
APT26F120B2,PLUS247
APT26F120L,TO-3PL/TO-264
APT26M100JCU2,ISOTOP，SOT-227
APT26M100JCU3,ISOTOP，SOT-227
APT28F60B,TO-247
APT28F60S,TO-268
APT28M120B2,PLUS247
APT28M120L,TO-3PL/TO-264
APT29F100B2,PLUS247
APT29F100L,TO-3PL/TO-264
APT29F80J,ISOTOP，SOT-227
APT30F50B,TO-247
APT30F50S,TO-268
APT30F60J,ISOTOP，SOT-227
APT30M17JFLL,ISOTOP，SOT-227
APT30M17JLL,ISOTOP，SOT-227
APT30M19JVFR,ISOTOP，SOT-227
APT30M19JVR,ISOTOP，SOT-227
APT30M30B2FLL,PLUS247
APT30M30B2LL,PLUS247
APT30M30JFLL,ISOTOP，SOT-227
APT30M30JLL,ISOTOP，SOT-227
APT30M30LFLL,TO-264/TO-3PL
APT30M30LLL,TO-264/TO-3PL
APT30M36B2FLL,PLUS247
APT30M36B2LL,PLUS247
APT30M36JFLL,ISOTOP，SOT-227
APT30M36JLL,ISOTOP，SOT-227
APT30M36LFLL,TO-264/TO-3PL
APT30M36LLL,TO-264/TO-3PL
APT30M40B2VFR,PLUS247
APT30M40B2VR,PLUS247
APT30M40JVFR,ISOTOP，SOT-227
APT30M40JVR,ISOTOP，SOT-227
APT30M40LVFR,TO-3PL
APT30M40LVR,TO-3PL
APT30M60J,ISOTOP，SOT-227
APT30M61BFLL,TO-247
APT30M61BLL,TO-247
APT30M61SFLL,D3PAK，TO-268
APT30M61SLL,TO-268
APT30M70BVFR,TO-247
APT30M70BVR,TO-247
APT30M70BVRG,TO-247
APT30M70SVR,TO-268
APT30M75BFLL,TO-247
APT30M75BLL,TO-247
APT30M75SLL,D3PAK，TO-268
APT30M85BVFR,TO-247
APT30M85BVR,TO-247
APT30M85BVRG,TO-247
APT30M85SVFR,TO-268
APT30M90AVR,TO-3
APT30N60BC6,TO-247
APT30N60SC6,TO-268
APT31M100B2,PLUS247
APT31M100L,TO-3PL/TO-264
APT31N60BCS,TO-247
APT31N60SCS,D3PAK，TO-268
APT31N80JC3,ISOTOP，SOT-227
APT32F120J,ISOTOP，SOT-227
APT32M80J,ISOTOP，SOT-227
APT33N90JCCU2,ISOTOP，SOT-227
APT33N90JCCU3,ISOTOP，SOT-227
APT33N90JCU2,ISOTOP，SOT-227
APT33N90JCU3,ISOTOP，SOT-227
APT34F100B2,PLUS247
APT34F100L,TO-3PL/TO-264
APT34F60B,TO-247
APT34F60S,TO-268
APT34M120J,ISOTOP，SOT-227
APT34M60B,TO-247
APT34M60S,TO-268
APT34N80B2C3,PLUS247
APT34N80LC3,TO-3PL/TO-264
APT35-101DN,TO-264/TO-3PL
APT3520AN,TO-3
APT3520BN,TO-247
APT3520DN,TO-247
APT3520HN,TO-220
APT3525AN,TO-3
APT3525BN,TO-247
APT3525HN,TO-220
APT3530AN,TO-3
APT3530BN,TO-247
APT3530CN,TO-220
APT3530DN,TO-220
APT3540AN,TO-3
APT3540BN,TO-247
APT3540CN,TO-220
APT3555AN,TO-3
APT3555BN,TO-247
APT3555DN,TO-247
APT3565AN,TO-3
APT3565BN,TO-247
APT3565CN,TO-220
APT3565DN,TO-220
APT3565GN,TO-220
APT3580AN,TO-3
APT3580BN,TO-247
APT3580CN,TO-220
APT3580GN,TO-220
APT36N90BC3,TO-247
APT37F50B,TO-247
APT37F50S,TO-268
APT37M100B2,PLUS247
APT37M100L,TO-3PL/TO-264
APT38F50J,ISOTOP，SOT-227
APT38F80B2,PLUS247
APT38F80L,TO-3PL/TO-264
APT38M50J,ISOTOP，SOT-227
APT38N60BC6,TO-247
APT38N60SC6,TO-268
APT39F60J,ISOTOP，SOT-227
APT39M60J,ISOTOP，SOT-227
APT4012BVFR,TO-247
APT4012BVR,TO-247
APT4012SVFR,D3PAK，TO-268
APT4014BVFR,TO-247
APT4014BVR,TO-247
APT4014SVFR,D3PAK，TO-268
APT4015AVR,TO-3
APT4016BN,TO-247
APT4016BVFR,TO-247
APT4016BVR,TO-247
APT4016SVFR,D3PAK，TO-268
APT4018BN,TO-247
APT4020AN,TO-3
APT4020BN,TO-247
APT4020BNR,TO-247
APT4020BVFR,TO-247
APT4020BVR,TO-247
APT4020DN,TO-247
APT4020HN,TO-220
APT4020SVFR,D3PAK，TO-268
APT4025AN,TO-3
APT4025BN,TO-247
APT4025BNR,TO-247
APT4025HN,TO-220
APT4030AN,TO-3
APT4030BN,TO-3PN
APT4030BNR,TO-247
APT4030CN,TO-220
APT4030DN,TO-220
APT4040AN,TO-3
APT4040BN,TO-247
APT4040BNR,TO-247
APT4040CN,TO-220
APT4055AN,TO-3
APT4055BN,TO-247
APT4055CN,TO-220
APT4055DN,TO-247
APT4055GN,TO-220
APT4065AN,TO-3
APT4065BN,TO-247
APT4065BNR,TO-247
APT4065CN,TO-220
APT4065DN,TO-247
APT4065GN,TO-220
APT4080AN,TO-3
APT4080BN,TO-247
APT4080BNR,TO-247
APT4080CN,TO-220
APT4080GN,TO-220
APT40M35JVR,ISOTOP，SOT-227
APT40M42JN,ISOTOP，SOT-227
APT40M70B2VR,TO-247
APT40M70JVFR,ISOTOP，SOT-227
APT40M70JVR,ISOTOP，SOT-227
APT40M70LVFR,TO-3PL/TO-264
APT40M70LVR,TO-3PL/TO-264
APT40M75JN,ISOTOP，SOT-227
APT40M90JN,ISOTOP，SOT-227
APT40N60B2CF,TO-247
APT40N60BC3,TO-247
APT40N60JCU2,ISOTOP，SOT-227
APT40N60JCU3,ISOTOP，SOT-227
APT40N60LCF,TO-3PL
APT41F100J,ISOTOP，SOT-227
APT41H50B,TO-247
APT41H50S,D3PAK，TO-268
APT41M80B2,TO-247
APT41M80L,TO-3PL/TO-264
APT42F50B,TO-247
APT42F50S,TO-268
APT43F60B2,TO-3PN
APT43F60L,TO-247
APT43M60B2,TO-3PN
APT43M60L,TO-247
APT44F80B2,PLUS247
APT44F80L,TO-3PL/TO-264
APT44H60J,ISOTOP，SOT-227
APT45-101DN,TO-247
APT451R1AN,TO-3
APT451R1BN,TO-247
APT451R1CN,TO-220
APT451R1GN,TO-220
APT4525AN,TO-3
APT4525BN,TO-247
APT4525DN,TO-247
APT4525HN,TO-220
APT4530AN,TO-3
APT4530BN,TO-247
APT4530HN,TO-220
APT4540AN,TO-3
APT4540BN,TO-3PN
APT4540CN,TO-220
APT4540DN,TO-220
APT4550AN,TO-3
APT4550BN,TO-247
APT4550CN,TO-220
APT4585AN,TO-3
APT4585BN,TO-247
APT4585CN,TO-220
APT4585GN,TO-220
APT45M100J,ISOTOP，SOT-227
APT47F60J,ISOTOP，SOT-227
APT47M60J,ISOTOP，SOT-227
APT47N60BC3,TO-247
APT47N60BC3G,TO-247
APT47N60SC3,TO-268
APT47N60SCF,D3PAK，TO-268
APT47N65BC3,TO-247
APT47N65BC3G,TO-247
APT48M80B2,PLUS247
APT48M80L,TO-3PL/TO-264
APT4F120K,TO-220
APT4F120S,TO-268
APT4M120K,TO-220
APT50-101DN,TO-247
APT5010B2FLL,PLUS247
APT5010B2LC,PLUS247
APT5010B2LL,PLUS247
APT5010B2VFR,PLUS247
APT5010B2VR,PLUS247
APT5010JFLL,ISOTOP，SOT-227
APT5010JLC,ISOTOP，SOT-227
APT5010JLL,ISOTOP，SOT-227
APT5010JLLU2,ISOTOP，SOT-227
APT5010JLLU3,ISOTOP，SOT-227
APT5010JN,ISOTOP，SOT-227
APT5010JVFR,ISOTOP，SOT-227
APT5010JVR,ISOTOP，SOT-227
APT5010JVRU2,ISOTOP，SOT-227
APT5010JVRU3,ISOTOP，SOT-227
APT5010LFLL,TO-247
APT5010LLL,TO-247
APT5010LVFR,TO-247
APT5010LVR,TO-247
APT5012JN,ISOTOP，SOT-227
APT5012LNR,TO-3PL/TO-264
APT5014B2LC,PLUS247
APT5014B2VFR,PLUS247
APT5014B2VR,TO-247
APT5014BFLL,TO-247
APT5014BLL,TO-247
APT5014BVR,TO-247
APT5014LLC,TO-3PL/TO-264
APT5014LVFR,TO-3PL/TO-264
APT5014LVR,TO-247
APT5014SFLL,D3PAK，TO-268
APT5014SLL,TO-268
APT5015BVFR,TO-247
APT5015BVR,TO-247
APT5015SVFR,TO-268
APT5016BFLL,TO-247
APT5016BLL,TO-247
APT5016SFLL,D3PAK，TO-268
APT5016SLL,D3PAK，TO-268
APT5017BLC,TO-247
APT5017BVFR,TO-247
APT5017BVR,TO-247
APT5017SLC,D3PAK，TO-268
APT5017SVR,TO-268
APT5018BFLL,TO-247
APT5018BLL,TO-247
APT5018SFLL,TO-268
APT5018SLL,TO-268
APT501R1AN,TO-3
APT501R1BN,TO-247
APT501R1BNR,TO-247
APT501R1CN,TO-220
APT501R1GN,TO-220
APT5020AVR,TO-3
APT5020BLC,TO-247
APT5020BN,TO-247
APT5020BNR,TO-247
APT5020BVFR,TO-247
APT5020BVR,TO-247
APT5020DN,TO-247
APT5020SLC,D3PAK，TO-268
APT5020SVFR,TO-268
APT5020SVR,TO-268
APT5022BN,TO-247
APT5022BNR,TO-247
APT5023DN,TO-247
APT5024AVR,TO-3
APT5024BFLL,TO-247
APT5024BLL,TO-247
APT5024BVFR,TO-247
APT5024BVR,TO-247
APT5024SFLL,D3PAK，TO-268
APT5024SLL,TO-268
APT5024SVR,D3PAK，TO-268
APT5025AN,TO-3
APT5025BN,TO-247
APT5025BNR,TO-247
APT5025DN,TO-247
APT5025HN,TO-220
APT5027BNR,TO-247
APT5027BVR,TO-247
APT5028BVR,TO-247
APT5028SVR,D3PAK，TO-268
APT5030AN,TO-3
APT5030AVR,TO-3
APT5030BN,TO-247
APT5030BNR,TO-247
APT5030HN,TO-220
APT5040AN,TO-3
APT5040BN,TO-3PN
APT5040BNR,TO-247
APT5040CN,TO-220
APT5040DN,TO-220
APT5040KFLL,TO-220
APT5050AN,TO-3
APT5050BN,TO-3PN
APT5050BNR,TO-247
APT5050CN,TO-220
APT5085AN,TO-3
APT5085BN,TO-3PN
APT5085BNR,TO-247
APT5085CN,TO-220
APT5085DN,TO-220
APT5085GN,TO-220
APT50M38JFLL,ISOTOP，SOT-227
APT50M38JLL,ISOTOP，SOT-227
APT50M50JFLL,ISOTOP，SOT-227
APT50M50JLL,ISOTOP，SOT-227
APT50M50JVFR,ISOTOP，SOT-227
APT50M50JVR,ISOTOP，SOT-227
APT50M50L2FLL,TO-264MAX
APT50M50L2LL,TO-3PL/TO-264
APT50M60JN,ISOTOP，SOT-227
APT50M60JVFR,ISOTOP，SOT-227
APT50M60JVR,ISOTOP，SOT-227
APT50M60L2VFR,TO-264
APT50M60L2VR,TO-3PL
APT50M65B2FLL,TO-3PN
APT50M65B2LL,"TO-3PN,TO-247"
APT50M65JFLL,ISOTOP，SOT-227
APT50M65JLL,ISOTOP，SOT-227
APT50M65LFLL,TO-247
APT50M65LLL,TO-247
APT50M75B2FLL,TO-3PN
APT50M75B2LL,"TO-3PN,TO-247"
APT50M75JFLL,ISOTOP，SOT-227
APT50M75JLL,ISOTOP，SOT-227
APT50M75JLLU2,ISOTOP，SOT-227
APT50M75JLLU3,ISOTOP，SOT-227
APT50M75LFLL,TO-247
APT50M75LLL,TO-247
APT50M80B2LC,PLUS247
APT50M80B2VFR,TO-3PN
APT50M80B2VR,TO-247
APT50M80JLC,ISOTOP，SOT-227
APT50M80LLC,TO-3PL/TO-264
APT50M80LVFR,TO-247
APT50M80LVR,TO-3PL
APT50M85B2VFR,PLUS247
APT50M85B2VR,TO-247
APT50M85JVFR,ISOTOP，SOT-227
APT50M85JVR,ISOTOP，SOT-227
APT50M85LVFR,TO-3PL/TO-264
APT50M85LVR,TO-3PL
APT50MC120JCU2,ISOTOP，SOT-227
APT50N60JCCU2,ISOTOP，SOT-227
APT50N60JCU2,ISOTOP，SOT-227
APT51F50J,ISOTOP，SOT-227
APT51M50J,ISOTOP，SOT-227
APT53F80J,ISOTOP，SOT-227
APT53N60BC6,TO-247
APT53N60SC6,TO-268
APT55-101DN,TO-247
APT5510B2FLL,PLUS247
APT5510JFLL,ISOTOP，SOT-227
APT5510LFLL,TO-3PL/TO-264
APT5513B2FLL,PLUS247
APT5513JFLL,ISOTOP，SOT-227
APT5513LFLL,TO-3PL/TO-264
APT5518BFLL,TO-247
APT5518SFLL,D3PAK，TO-268
APT551R2AN,TO-3
APT551R2BN,TO-247
APT551R2DN,TO-247
APT551R3AN,TO-3
APT551R3BN,TO-3
APT551R3CN,TO-247
APT551R3DN,TO-247
APT551R3GN,TO-247
APT551R6AN,TO-3
APT551R6BN,TO-247
APT551R6CN,TO-220
APT551R6GN,TO-220
APT5523BFLL,TO-247
APT5523SFLL,D3PAK，TO-268
APT5531SFLL,D3PAK，TO-268
APT5540AN,TO-3
APT5540BN,TO-247
APT5540DN,TO-247
APT5540HN,TO-220
APT5545AN,TO-3
APT5545BN,TO-247
APT5545HN,TO-220
APT5560AN,TO-3
APT5560BN,TO-247
APT5560CN,TO-220
APT5560DN,TO-220
APT5570AN,TO-3
APT5570BN,TO-247
APT5570CN,TO-220
APT55M50JFLL,ISOTOP，SOT-227
APT55M65JFLL,ISOTOP，SOT-227
APT55M65L2FLL,TO-264MAX
APT55M85B2FLL,PLUS247
APT55M85JFLL,ISOTOP，SOT-227
APT55M85LFLL,TO-3PL/TO-264
APT56F50B2,PLUS247
APT56F50L,TO-3PL/TO-264
APT56F60B2,PLUS247
APT56F60L,TO-264/TO-3PL
APT56M50B2,PLUS247
APT56M50L,TO-264/TO-3PL
APT56M60B2,PLUS247
APT56M60L,TO-264/TO-3PL
APT58F50J,ISOTOP，SOT-227
APT58M50J,ISOTOP，SOT-227
APT58M50JCU2,ISOTOP，SOT-227
APT58M50JCU3,ISOTOP，SOT-227
APT58M50JU2,ISOTOP，SOT-227
APT58M50JU3,ISOTOP，SOT-227
APT58M80J,ISOTOP，SOT-227
APT5F100K,TO-220
APT6010B2FLL,PLUS247
APT6010B2LL,PLUS247
APT6010JFLL,ISOTOP，SOT-227
APT6010JLL,ISOTOP，SOT-227
APT6010LFLL,TO-264/TO-3PL
APT6010LLL,TO-264/TO-3PL
APT6011B2VFR,PLUS247
APT6011B2VR,PLUS247
APT6011LVFR,TO-3PL/TO-264
APT6011LVR,TO-3PL
APT6013B2FLL,PLUS247
APT6013B2LL,PLUS247
APT6013JFLL,ISOTOP，SOT-227
APT6013JLL,ISOTOP，SOT-227
APT6013JVR,ISOTOP，SOT-227
APT6013LFLL,TO-264/TO-3PL
APT6013LLL,TO-264/TO-3PL
APT6015B2VFR,PLUS247
APT6015B2VR,PLUS247
APT6015JN,ISOTOP，SOT-227
APT6015JVFR,ISOTOP，SOT-227
APT6015JVR,ISOTOP，SOT-227
APT6015LVFR,TO-264/TO-3PL
APT6015LVR,TO-264/TO-3PL
APT6017B2FLL,PLUS247
APT6017B2LL,PLUS247
APT6017JFLL,ISOTOP，SOT-227
APT6017JLL,ISOTOP，SOT-227
APT6017LFLL,TO-264/TO-3PL
APT6017LLL,TO-264/TO-3PL
APT6018JN,ISOTOP，SOT-227
APT601R2AN,TO-3
APT601R2BN,TO-264/TO-3PL
APT601R2CN,TO-220
APT601R2DN,TO-264/TO-3PL
APT601R2GN,TO-220
APT601R3AN,TO-3
APT601R3BN,TO-264/TO-3PL
APT601R3BNR,TO-264/TO-3PL
APT601R3CN,TO-220
APT601R3DN,TO-220
APT601R3GN,TO-220
APT601R6AN,TO-3
APT601R6BN,TO-264/TO-3PL
APT601R6BNR,TO-264/TO-3PL
APT601R6CN,TO-220
APT601R6GN,TO-220
APT6020B2VFR,PLUS247
APT6020B2VR,PLUS247
APT6020LVFR,TO-3PL/TO-264
APT6020LVR,TO-3PL
APT6021BFLL,TO-247
APT6021BLL,TO-247
APT6021SFLL,TO-268
APT6025BFLL,TO-247
APT6025BLL,TO-247
APT6025BVFR,TO-247
APT6025BVR,TO-247
APT6025SFLL,D3PAK，TO-268
APT6025SLL,D3PAK，TO-268
APT6025SVFR,D3PAK，TO-268
APT6025SVR,TO-268
APT6029BFLL,TO-247
APT6029BLL,TO-247
APT6029SFLL,D3PAK，TO-268
APT6029SLL,TO-268
APT6030BN,TO-247
APT6030BNR,TO-264/TO-3PL
APT6030BVFR,TO-247
APT6030BVR,TO-247
APT6030DN,TO-264/TO-3PL
APT6030SVFR,D3PAK，TO-268
APT6030SVR,D3PAK，TO-268
APT6032AVR,TO-3
APT6033BN,TO-247
APT6033BNR,TO-264/TO-3PL
APT6035AVR,TO-3
APT6035BN,TO-247
APT6035BNR,TO-264/TO-3PL
APT6035BVFR,TO-247
APT6035BVR,TO-247
APT6038BFLL,TO-247
APT6038BLL,TO-247
APT6038SFLL,D3PAK，TO-268
APT6038SLL,TO-268
APT6040AN,TO-3
APT6040BN,TO-264/TO-3PL
APT6040BNR,TO-264/TO-3PL
APT6040BVFR,TO-247
APT6040BVR,TO-247
APT6040DN,TO-264/TO-3PL
APT6040HN,TO-220
APT6040SVFR,D3PAK，TO-268
APT6040SVR,D3PAK，TO-268
APT6045AN,TO-3
APT6045BN,TO-264/TO-3PL
APT6045BNR,TO-264/TO-3PL
APT6045BVFR,TO-247
APT6045BVR,TO-247
APT6045HN,TO-220
APT6045SVFR,D3PAK，TO-268
APT6045SVR,D3PAK，TO-268
APT6060AN,TO-3
APT6060BN,TO-247
APT6060BNR,TO-247
APT6060CN,TO-220
APT6060DN,TO-220
APT6070AN,TO-3
APT6070BN,TO-3PN
APT6070BNR,TO-247
APT6070CN,TO-220
APT609RK3VR,TO-220F
APT609RKVR,TO-220
APT60M60B2,PLUS247
APT60M60JFLL,ISOTOP，SOT-227
APT60M60JLL,ISOTOP，SOT-227
APT60M75JFLL,ISOTOP，SOT-227
APT60M75JLL,ISOTOP，SOT-227
APT60M75JVFR,ISOTOP，SOT-227
APT60M75JVR,ISOTOP，SOT-227
APT60M75L2FLL,TO-264/TO-3PL
APT60M75L2LL,TO-3PL
APT60M80JVR,ISOTOP，SOT-227
APT60M80L2VR,TO-3PL
APT60M90JN,ISOTOP，SOT-227
APT60N60BCS,TO-247
APT60N60SCS,TO-268
APT60N90JC3,ISOTOP，SOT-227
APT66F60B2,TO-3PN
APT66F60L,TO-264/TO-3PL
APT66M60B2,TO-3PN
APT66M60L,TO-264/TO-3PL
APT6M100K,TO-220
APT75-101DN,TO-264/TO-3PL
APT751R2AN,TO-3
APT751R2BN,TO-264/TO-3PL
APT751R2CN,TO-220
APT751R2DN,TO-220
APT751R4AN,TO-3
APT751R4BN,TO-264/TO-3PL
APT751R4CN,TO-220
APT752R4AN,TO-3
APT752R4BN,TO-264/TO-3PL
APT752R4CN,TO-220
APT752R4DN,TO-220
APT752R4GN,TO-220
APT752R8AN,TO-3
APT752R8BN,TO-264/TO-3PL
APT752R8CN,TO-220
APT752R8GN,TO-220
APT752RAN,TO-3
APT752RBN,TO-264/TO-3PL
APT752RDN,TO-220
APT7575AN,TO-3
APT7575BN,TO-247
APT7575DN,TO-247
APT7575HN,TO-220
APT7590AN,TO-3
APT7590BN,TO-247
APT7590HN,TO-220
APT75F50B2,TO-3PN
APT75F50L,TO-264/TO-3PL
APT75M50B2,TO-3PN
APT75M50L,TO-264/TO-3PL
APT77H60J,ISOTOP，SOT-227
APT77N60BC6,TO-247
APT77N60JC3,ISOTOP，SOT-227
APT77N60SC6,TO-268
APT7F100B,TO-247
APT7F100S,D3PAK，TO-268
APT7F120B,TO-247
APT7F120S,TO-268
APT7F80K,TO-220
APT7M120B,TO-247
APT7M120S,TO-268
APT80-101DN,TO-264/TO-3PL
APT8011JFLL,ISOTOP，SOT-227
APT8011JLL,ISOTOP，SOT-227
APT8014JFLL,ISOTOP，SOT-227
APT8014JLL,ISOTOP，SOT-227
APT8014L2FLL,TO-3PL/TO-264
APT8014L2LL,TO-3PL/TO-264
APT8015JVFR,ISOTOP，SOT-227
APT8015JVR,ISOTOP，SOT-227
APT8018JN,ISOTOP，SOT-227
APT8018L2VFR,TO-264/TO-3PL
APT8018L2VR,TO-264/TO-3PL
APT801R2AN,TO-3
APT801R2BN,TO-3PN
APT801R2CN,TO-220
APT801R2DN,TO-220
APT801R4AN,TO-3
APT801R4BN,TO-3PN
APT801R4CN,TO-220
APT8020B2FLL,PLUS247
APT8020B2LL,PLUS247
APT8020JFLL,ISOTOP，SOT-227
APT8020JLL,ISOTOP，SOT-227
APT8020LFLL,TO-3PL/TO-264
APT8020LLL,TO-3PL/TO-264
APT8024B2FLL,PLUS247
APT8024B2LL,PLUS247
APT8024B2VFR,PLUS247
APT8024B2VR,PLUS247
APT8024JFLL,ISOTOP，SOT-227
APT8024JLL,ISOTOP，SOT-227
APT8024LFLL,TO-3PL/TO-264
APT8024LLL,TO-3PL/TO-264
APT8024LVFR,TO-3PL/TO-264
APT8024LVR,TO-3PL/TO-264
APT8028JVR,ISOTOP，SOT-227
APT802R4AN,TO-3
APT802R4BN,TO-3PN
APT802R4CN,TO-220
APT802R4DN,TO-220
APT802R4GN,TO-220
APT802R8AN,TO-3
APT802R8BN,TO-3PN
APT802R8CN,TO-220
APT802R8GN,TO-220
APT802RAN,TO-3
APT802RBN,TO-264/TO-3PL
APT802RCN,TO-220
APT802RDN,TO-220
APT802RGN,TO-220
APT8030B2VFR,PLUS247
